2075:17,302,654,616,58,8,84,518,542,76
32032:17,616,302,58,654,650,409,542,62,224
6207:302,654,616,58,84,8,29,518,76,650
10339:17,654,302,616,58,84,8,518,29,76
26867:17,302,654,76,616,58,8,866,84,29
1559:302,654,17,616,58,29,84,8,650,76
33582:94978,2898,53577,75018,30598,103141,17,302,654,76
5691:17,302,654,76,616,58,8,866,84,29
6724:17,616,302,15,238,518,226,245,8,94
8790:8321,9289,3471,11563,38027,17898,1344,6503,17567,58417
41846:32,17,302,616,542,15,8,58,289,364
16021:18988,39360,17,302,654,76,616,58,8,866
47011:167,7409,5582,12226,8673,41154,89680,18221,8398,86
23252:12968,4308,26513,11577,5486,7940,2856,24065,60628,31241
27384:40228,18260,42783,866,21517,80035,7201,74885,35509,616
2076:89239,1933,17,302,654,76,616,58,8,866
12406:17,302,654,226,616,138,58,84,76,354
31000:17,302,654,76,616,58,8,866,84,29
1560:17,302,616,58,654,518,8,542,84,15
6725:17,302,654,58,616,84,8,650,354,1102
9824:441,1002,4513,1744,17,710,245,8928,3618,3506
13956:15947,44741,17,302,654,76,616,58,8,866
24286:13296,22466,3144,262,6943,21877,35174,66,459,19585
2077:17,654,302,616,58,84,8,518,29,76
3110:17,616,302,654,58,8,518,542,15,245
5176:17,654,302,616,8,101,84,29,518,542
7242:19029,5611,44935,9782,94354,20037,22848,7614,52233,7335
14473:17,302,654,84,361,616,76,58,29,138
25836:168,719,1326,2153,76,984,1460,2275,5480,8860
27902:17,361,302,654,354,29,84,58,76,616
29968:8554,19648,11543,19881,4023,59271,71742,45221,8476,76
1044:17,302,654,84,616,58,8,518,29,650
31001:17,654,302,616,84,58,564,76,8,1102
1561:17,616,302,654,58,8,542,518,84,650
10858:17,616,654,302,58,542,8,518,84,70
43914:17,302,654,76,616,58,8,866,84,29
17056:17,654,58,29,84,8,616,650,302,542
18089:54620,79256,33408,225,17,654,70086,22243,1684,94695
23254:9172,3143,13227,3008,5230,1561,381,7910,835,245
3111:302,654,616,58,84,8,29,650,518,76
6210:17,302,654,518,58,84,1102,8,616,76
8276:17,302,654,58,616,84,29,650,8,76
10342:17,654,616,302,58,8,518,29,84,101
42365:17,616,654,302,58,542,8,518,61,29
24804:45624,1196,40089,47701,56790,47925,69084,55593,82973,8
1045:17,302,58,654,616,8,84,542,518,29
1562:17,654,302,616,58,29,84,8,76,650
3628:17,542,302,616,650,103,8,76,787,58
7760:17,616,302,8,654,58,518,76,542,564
11892:17,302,616,76,654,58,508,564,542,8
18090:441,4513,1002,1744,6315,3506,1256,17,5083,3618
22222:17,1187,245,302,899,8,84,654,891,518
23255:31361,94465,43429,7653,41300,53290,4194,26712,33285,17
9310:17,302,616,654,58,8,76,564,542,84
24805:1187,2935,294,88948,902,1102,5567,53675,2470,91789
2596:17,302,616,654,84,58,518,29,1102,650
6728:302,654,616,58,8,84,17,29,76,650
9827:17,616,302,654,58,8,518,542,84,76
11893:17,302,654,616,58,84,70,76,8,29
14992:81,140,780,226,3423,986,7211,508,2241,70
30487:17,302,654,76,616,58,8,866,84,29
2080:17,654,58,616,302,84,518,29,650,542
3113:17,302,616,654,58,8,542,76,650,15
31004:8322,17,24933,76,9674,13077,224,16965,947,30815
2597:17,780,76,58,302,262,226,616,654,70
5696:17,8,616,302,84,654,58,15,542,354
5180:17,302,650,70,616,76,873,1405,58,289
9312:302,654,616,58,84,8,17,29,518,15
11378:17,70,76,616,302,654,564,58,8,81
13444:17,302,616,654,8,58,84,518,76,226
17576:1397,2510,533,9054,4889,5975,14268,603,6311,13341
22741:17,70,616,76,302,654,58,81,138,84
29972:17,302,542,8,654,32,616,518,58,364
31005:302,654,17,58,616,29,84,6,518,285
12928:17,84,302,654,518,899,616,48,1187,58
13961:17,302,654,76,616,58,8,866,84,29
34105:1754,42061,11841,337,77581,385,805,120518,45975,28511
9313:17,616,302,654,58,8,542,518,76,650
10346:1398,122775,11020,86799,104666,51326,238,7742,8384,38501
13445:17,302,654,58,8,84,616,650,518,76
24808:17,302,654,76,616,58,8,866,84,29
28940:64457,17,302,654,76,616,58,8,866,84
1049:76,17,564,616,654,542,302,58,81,508
4665:17,654,616,302,58,84,8,29,76,650
11896:17,302,654,616,58,8,650,84,361,76
20160:168,719,226,5738,297,76,2068,1326,1528,352
22226:8321,9289,1790,3789,226,1435,2068,6503,76,70
4149:52911,72306,17,302,654,76,616,58,8,866
34106:9354,81,8454,64,14508,25114,731,4372,76605,4154
41337:17,302,654,76,616,58,8,866,84,29
25842:873,12427,2149,97610,790,16739,25196,36476,27230,8500
33590:17,302,654,616,58,224,650,29,15,542
4666:4479,17,302,654,76,616,58,8,866,84
36689:17,302,654,76,616,58,8,866,84,29
9831:168,719,984,5480,8860,1326,463,661,1400,5738
20161:17,302,654,616,564,58,650,8,84,736
29458:35577,1803,25405,9590,10493,226,5738,5614,2869,29161
13447:22182,11404,5477,17,302,654,76,616,58,8
17579:17,302,654,76,616,58,8,866,84,29
18:18,17,14035,17123,7905,518,8,27705,654,15122
2601:17,302,58,616,29,84,1102,8,354,76
7766:168,1326,76,226,5738,984,1460,352,719,698
12931:17,654,302,616,29,84,8,542,650,76
13964:17,302,361,654,58,616,76,84,354,29
19129:17,302,654,76,616,58,8,866,84,29
535:17,302,654,616,58,29,8,84,1102,518
19646:66248,24737,118600,2583,2403,60901,38,28517,616,1353
21712:17,58,302,654,8,15,542,650,518,61
19:17,302,654,76,616,58,8,866,84,29
2085:17,302,616,654,58,8,542,518,76,84
19130:17,616,654,302,58,564,84,8,76,518
21196:62112,21750,27551,121668,26573,63718,74448,89750,117917,33038
536:302,654,616,17,58,84,8,76,518,29
1569:986,81,17317,6733,57656,74845,226,65505,20396,53395
40307:17,302,654,76,616,58,8,866,84,29
12416:302,654,84,616,58,518,17,1102,29,650
21713:302,654,84,58,616,8,29,1102,76,354
23779:17,654,58,302,616,542,61,518,29,8
31010:17,302,654,76,616,58,8,866,84,29
32043:17,654,58,29,616,84,650,1102,8,76
5702:17,302,654,616,58,84,29,8,650,76
6735:17,302,616,654,58,84,8,29,76,542
9834:17,616,302,654,58,8,542,76,518,650
45989:64805,17,302,654,76,616,58,8,866,84
1570:17,654,302,616,84,58,8,518,542,564
6219:4755,3107,1527,4825,1352,2880,3172,10041,378,508
36176:17,302,654,76,616,58,8,866,84,29
8285:17,616,58,654,302,542,518,8,15,61
40308:17,616,302,8,654,650,542,76,518,58
47539:17,302,654,76,616,58,8,866,84,29
21714:111265,44344,49207,98090,28493,57433,4755,104506,2917,61646
27912:3536,38470,1830,3715,16208,15553,7409,8973,13368,68743
2604:17,616,302,76,654,58,8,70,226,564
6736:17,616,302,654,518,58,84,76,8,542
8802:302,654,17,616,8,84,29,58,518,1102
12934:616,568,17,654,15,58,542,76,322,302
538:17,302,654,616,8,58,84,518,1102,29
3121:17,302,654,616,58,84,8,29,76,518
8286:17,302,654,58,616,29,76,650,8,15
18616:302,654,58,84,616,8,29,650,1102,76
22748:17,654,58,29,84,8,650,76,542,616
28946:17,353,245,518,2268,616,61,1405,94,302
34628:107640,96519,48643,70242,65936,43199,37342,58050,116411,116857
6737:17,302,654,616,58,76,8,518,542,84
41859:17,508,1119,32,486,15,1405,1382,947,518
44958:17,302,654,76,616,58,8,866,84,29
47024:71737,17,302,654,76,616,58,8,866,84
20166:17,302,654,616,58,15,29,518,542,564
539:17,654,58,302,616,8,84,76,650,29
5188:17,508,8,76,616,564,302,654,518,245
7254:38193,62715,7345,94872,17363,58624,86845,2068,73095,34298
8287:17,76,780,81,262,564,616,70,302,654
38244:17,302,58,654,564,224,616,892,238,356
9837:17,654,616,29,84,302,58,8,650,76
15002:4236,5377,8908,24338,22163,20713,18817,52792,22926,12869
18101:17,245,1744,302,508,8,441,931,616,1410
36179:17,616,654,302,58,542,61,518,15,650
37212:1604,13893,52477,17825,39963,5851,616,78787,37503,554
16552:8,58,17,616,966,45,19285,44634,6915,190
20684:17,780,262,226,302,76,58,616,654,81
26882:17,302,654,76,616,58,8,866,84,29
36696:669,6856,61062,16965,106184,13647,36432,8322,56139,45886
10871:17,58,302,654,616,45,29,8,542,650
43927:1361,8153,7024,23365,44479,33176,8077,6559,44862,17
29465:17,58,654,301,1102,302,616,84,8,245
11388:48990,12350,841,43418,4267,19177,10818,34115,51943,23839
43411:17,302,654,76,616,58,8,866,84,29
16553:17,302,654,899,84,1187,616,48,58,70
20685:616,17,654,58,542,302,518,15,564,61
5707:4755,1352,17,10041,3107,508,2880,1527,76,1410
9839:17,76,698,616,81,302,654,564,70,58
39796:168,719,5738,984,8860,5480,1326,801,760,7838
49093:17,302,654,76,616,58,8,866,84,29
32565:1825,1099,12198,43586,75772,931,8398,9652,1473,9035
3125:17,302,654,616,58,84,8,29,76,354
4158:17,302,564,616,654,58,8,650,508,518
8290:17,302,654,29,58,84,70,76,8,354
43412:19964,13644,2149,7026,79390,1119,790,21229,891,7984
16554:17,302,616,654,58,8,245,15,61,650
23785:813,17,8,2008,1009,84,518,4755,1039,2139
31016:8322,17,24933,9674,669,76,16965,13077,947,224
34632:17,302,564,224,650,84,1511,542,1245,616
37731:24530,162,1102,17,654,568,230,899,8231,302
9840:4487,17,10365,353,518,245,4268,616,94,1703
12939:1382,226,616,431,6435,834,3184,76,1825,65
22236:17,302,654,58,29,616,76,650,84,542
25852:17,302,654,76,616,58,8,866,84,29
3126:86726,2907,17,302,654,76,616,58,8,866
29468:17,302,654,76,616,58,8,866,84,29
35150:17,616,654,302,58,15,518,564,8,61
46513:17,302,654,76,616,58,8,866,84,29
25853:106740,36497,17,302,654,76,616,58,8,866
38766:17,302,654,76,616,58,8,866,84,29
44964:698,76,2139,17,564,616,1023,70,40,654
2611:302,654,17,84,616,58,8,518,354,76
35151:17,616,302,58,654,8,289,518,542,84
10359:302,654,58,616,84,8,1102,354,650,76
40316:17,302,654,76,616,58,8,866,84,29
15524:17,361,302,654,354,29,84,58,76,616
21722:302,654,616,58,84,8,650,29,17,354
22755:17,245,873,302,508,1382,8,947,65,70
25854:17,302,654,76,616,58,8,866,84,29
8810:17,616,76,302,654,58,8,736,542,518
44965:16956,8733,1400,2888,9657,3698,574,9783,5557,10600
45998:17,302,654,76,616,58,8,866,84,29
17074:49224,86900,112782,111008,20586,37082,102939,4021,4639,95682
27404:302,654,84,58,616,17,29,8,354,76
2612:17,616,302,654,58,542,8,518,15,650
34119:94292,54803,17,302,654,76,616,58,8,866
6228:17,302,58,654,616,84,8,29,76,518
36185:23950,14147,19735,344,14467,39436,31789,24896,15264,3568
13459:17,76,616,564,302,654,58,226,650,70
15525:17,302,654,58,616,29,84,8,76,650
16558:17,302,654,76,616,58,8,866,84,29
17591:61279,89928,54606,17822,5584,67425,72171,4348,21439,54442
21723:17,302,616,654,58,650,8,76,542,84
3129:17,302,616,654,58,8,84,542,29,518
37735:8321,3372,6503,226,11563,1790,2068,70,17,698
11910:302,654,84,616,899,58,8,17,518,29
43933:70,17,81,508,650,1109,11813,3522,2275,40
21207:17,616,654,8,302,58,76,542,84,518
11394:17,518,8,302,616,654,65,327,84,564
17592:17,508,302,76,8,564,616,168,654,70
2097:17,302,616,654,58,8,84,518,542,76
8812:17,780,226,262,302,76,70,654,616,58
43934:85002,616,902,3482,9367,12442,859,3824,8587,3005
16043:17,302,654,616,508,70,542,8,58,518
27406:17,302,58,616,29,84,1102,354,8,76
32571:17,8,518,616,302,542,84,654,101,422
4164:17,302,654,616,58,84,8,518,70,76
12428:17,302,654,76,616,58,8,866,84,29
27923:9652,508,539,14820,931,2318,1539,56693,3177,2275
2615:17,302,654,616,58,8,84,29,518,542
22759:17,302,616,654,58,564,650,8,84,70
24825:17,302,654,76,616,58,8,866,84,29
31023:856,23418,21340,12937,5381,6226,776,7024,2140,2520
4682:25589,4498,93881,22967,34204,13060,76,64511,23284,3112
11913:17,302,654,58,616,84,70,354,29,76
19144:17,364,616,76,15,61,245,654,564,65
24309:168,719,984,5480,801,1400,1326,8860,2318,1528
37222:17,616,654,510,58,302,542,564,76,8
9331:85508,52132,64240,109280,9728,17380,12964,13134,5545,66541
10364:17,616,542,8,902,32,1196,826,364,564
6749:168,719,8860,5480,1400,984,661,135,463,574
41871:17,302,654,76,616,58,8,866,84,29
17079:17,616,302,58,518,654,8,542,564,76
23277:120118,31404,17,302,654,76,616,58,8,866
55300:302,654,84,58,616,8,29,1102,354,76
31541:15754,5662,17,302,14026,66665,77310,81005,5303,4032
4167:17,302,8,518,616,654,84,508,58,245
34124:17,302,58,616,29,84,1102,354,8,76
13464:76,17,616,302,168,654,58,8,736,542
24827:17,302,654,76,616,58,8,866,84,29
1068:17,76,1002,441,245,302,4547,5574,654,1018
5717:17,76,302,654,616,58,650,8,29,81
22245:2312,23595,28632,22059,40,76,17498,698,17,48210
9333:12721,203,2739,4268,6210,353,10869,2939,62433,8
10366:17,654,302,58,616,84,8,518,29,76
25861:17,302,654,76,616,58,8,866,84,29
36:17,654,616,302,58,84,8,518,29,76
29993:17,302,654,76,616,58,8,866,84,29
1069:17,654,302,616,58,84,8,29,76,518
5718:17,302,654,84,361,29,58,616,76,8
36708:19132,11092,70506,22190,15079,17360,1280,3704,55270,28190
22246:10886,11614,36918,82348,40288,103649,59908,76229,60744,24050
5202:17,302,654,76,616,58,8,866,84,29
7268:17,302,654,616,58,29,84,8,650,1102
39291:17,302,654,76,616,58,8,866,84,29
12433:17,654,518,8,616,84,302,58,564,650
13466:17,616,654,302,70,58,8,84,518,76
20697:76,17,719,564,616,984,81,2139,40,302
37:17,616,8,654,518,245,302,542,15,58
1070:17,302,616,654,58,84,8,518,542,29
35676:2510,5975,1397,9054,533,603,10981,4889,6311,76
19148:8322,17,24933,76,9674,947,224,16965,13077,30815
36193:17,302,654,76,616,58,8,866,84,29
13467:17,302,616,8,654,84,76,58,542,508
27929:17,302,654,76,616,58,8,866,84,29
4687:302,58,616,654,17,29,84,8,1102,650
1588:1119,1187,84,245,17,48,53,901,9236,542
31545:17,616,8,302,76,58,654,564,518,650
15534:1002,710,441,508,1744,1065,245,3506,1205,371
21732:25475,46982,28532,61920,33919,18959,95983,95482,96115,57550
4171:9289,8321,736,1511,3971,11563,17,68926,226,63474
5721:17,84,654,302,8,616,518,58,1102,101
7787:17,616,302,654,58,76,8,84,518,542
46008:12968,2260,2856,7940,11577,5486,24065,31356,16360,46572
20183:1592,12508,29214,104335,669,17,26722,2547,924,2123
1589:17,654,302,58,616,84,8,29,76,518
13469:654,58,17,302,616,84,8,29,76,1102
16568:1382,1023,508,17,1451,1126,94,616,70,32
25865:226,140,81,17,70,138,8,1884,518,1888
27931:17,84,8,302,654,616,518,1102,354,1405
3139:17,361,302,654,354,29,84,58,76,616
5722:17,302,654,58,616,8,76,84,650,542
6755:17,1102,302,654,8,518,616,58,354,29
38778:924,1539,17,542,43124,301,302,500,2547,176
32580:9916,26829,94358,53097,2981,7832,76918,111524,21313,72727
3656:17,654,616,58,8,29,84,302,542,76
36196:61716,14206,1211,8,6450,1119,270,5008,18384,108326
39295:17,866,302,76,654,616,58,354,564,84
10371:17,76,616,564,58,654,302,2139,81,542
11404:17,616,302,654,58,76,8,84,518,542
13470:18920,6951,7268,34583,39399,1337,64559,1997,15218,5319
27932:121748,98804,17,302,654,76,616,58,8,866
41:17,302,616,8,654,84,518,58,542,1102
8822:17,302,654,76,616,58,8,866,84,29
22251:81,780,17,5767,8511,3137,16404,731,2241,16286
24317:44026,31827,52865,69203,1091,2239,88644,14983,48759,802
26383:17,302,654,76,616,58,8,866,84,29
1591:62108,69776,17,302,654,76,616,58,8,866
3657:17,58,302,616,654,84,29,8,1102,76
33614:7075,21933,708,425,47120,10047,2972,23773,4246,3114
5207:17,302,518,84,616,654,8,58,61,29
39296:17,302,654,76,616,58,8,866,84,29
48593:36240,3177,78225,17,302,654,76,616,58,8
27933:698,654,76,564,17,58,15,302,2139,542
42:17,302,654,58,518,616,84,8,76,542
11922:17,654,302,616,29,84,8,76,650,289
2625:17,302,226,654,616,76,138,84,58,354
33615:17,84,518,302,616,654,58,1102,101,650
5208:17,302,654,58,616,84,29,518,650,76
46528:17,780,76,58,302,262,226,616,654,70
43:17,302,654,616,76,58,226,84,8,138
12956:17,616,58,302,654,542,8,650,861,564
21220:4755,3107,1352,1527,4825,3172,10041,2880,189,378
2626:17,302,654,616,58,84,29,8,518,650
32583:17,302,654,76,616,58,8,866,84,29
33616:41065,42009,48585,10995,7372,3509,61651,1650,262,27974
4692:302,654,616,58,84,8,29,518,354,76
35166:37773,29532,39668,69113,44004,10519,99712,30977,17865,47327
44463:17,285,58,302,15,616,518,1089,76,542
47562:17,302,654,76,616,58,8,866,84,29
21737:840,17,2548,787,157,119,5512,4671,50561,7468
44:17,302,654,616,58,29,84,8,650,76
31034:17,302,654,76,616,58,8,866,84,29
8825:302,654,616,58,17,84,8,518,29,76
49112:1424,8232,2701,17168,296,10749,4496,2628,35336,41108
31551:17,224,302,654,58,616,650,76,29,8
32584:17,302,654,76,616,58,8,866,84,29
17606:17,302,654,58,8,84,518,616,76,542
18639:17,302,654,616,58,84,70,354,76,29
51695:17,302,654,76,616,58,8,866,84,29
45:76,347,564,17,302,650,616,670,226,654
3144:17,302,84,518,616,654,76,58,564,650
4177:17,616,302,654,58,8,542,518,76,84
35167:13894,564,4755,2048,17,1744,245,518,9497,441
10892:17,9318,65,674,6,11861,1703,50939,18038,2239
15024:17,616,302,654,518,58,8,542,15,76
18123:866,17,302,654,354,76,29,84,58,616
19156:294,17508,1539,1957,16036,12255,30647,1007,7980,10536
27420:787,1535,718,17,654,70,542,363,518,999
8310:533,1397,2510,9054,4889,14268,4656,8640,50016,28530
14508:17,302,654,76,616,58,8,866,84,29
15541:17,302,654,76,616,58,8,866,84,29
46:17,302,654,616,58,8,84,518,29,76
2112:17,302,654,866,76,84,616,58,29,8
15025:114998,25523,113270,97616,39786,6972,17520,104512,52826,111979
10377:17,302,654,58,616,84,101,8,518,76
12443:17,616,8,302,518,654,58,542,32,245
14509:302,654,616,58,84,8,29,650,354,518
49631:17,302,654,76,616,58,8,866,84,29
24839:17,302,654,76,616,58,8,866,84,29
25872:36532,47524,17,302,654,76,616,58,8,866
4179:17,302,58,616,654,84,29,8,354,650
564:17,302,654,616,58,84,29,8,76,650
3663:17,302,654,616,58,8,84,518,542,29
4696:17,302,654,76,616,58,8,866,84,29
10378:8860,97626,463,2153,168,18935,17,302,654,76
37753:76,698,564,17,2139,616,70,4146,40,654
38786:21878,13518,95446,59555,68371,3410,33307,60363,15295,86935
40852:17,302,654,76,616,58,8,866,84,29
11928:17,302,616,654,58,224,8,650,84,76
15027:17,500,616,76,6491,58,564,508,8,226
33621:53672,4117,17,302,654,76,616,58,8,866
27940:17,616,302,518,873,8,654,58,84,508
28973:17,616,302,654,58,650,76,542,8,564
1082:17,302,654,616,58,84,29,8,76,518
2115:17,616,302,654,8,58,542,84,518,76
32072:6614,18114,13203,20911,53597,6462,4363,1998,57987,18137
5214:17,302,654,616,8,76,518,84,58,736
11929:17,654,302,616,58,84,29,8,650,76
41886:44023,89437,1740,111180,42260,70112,118815,17,302,654
42919:8145,1160,1578,32598,6011,5857,45138,53823,53889,616
13995:3282,6320,3060,7087,27335,15078,16009,107945,32219,71248
18127:17,76,616,302,654,262,564,780,58,70
35688:302,654,17,58,616,29,84,518,15,542
8314:79667,71,74316,891,38434,3878,17,1546,23183,2063
47568:17,302,654,76,616,58,8,866,84,29
1083:31086,108662,4903,10970,654,2172,2018,610,2029,3888
2116:17,302,654,616,8,58,84,542,650,15
9864:17,654,58,29,616,84,650,8,1102,76
39821:31492,19057,1682,10536,14754,37573,3506,2917,7838,13814
16062:35806,19819,17,302,654,76,616,58,8,866
29491:616,17,58,245,654,518,302,8,32,61
11414:17,302,654,6,138,616,301,58,61,29
26909:373,64402,11404,34363,22182,9844,48836,30948,24794,111775
36723:62270,89362,8611,47465,70291,59582,105630,99721,82011,26697
39822:15,3191,302,9789,7029,17,356,6,58,483
41888:17,302,654,76,616,58,8,866,84,29
1601:17,302,616,654,58,8,76,518,542,15
2634:17,654,616,58,302,8,518,101,15,542
35690:58588,75942,17,302,654,76,616,58,8,866
37240:92416,62487,66587,76735,17,302,654,76,616,58
21745:53508,28555,17,302,654,76,616,58,8,866
33108:168,1326,76,719,1528,984,1460,463,226,574
4184:17,302,654,616,58,84,29,8,650,76
5217:17,302,616,654,58,650,542,8,76,15
43955:45886,55297,29607,32451,3125,11518,93776,52647,44540,986
17097:17,302,654,84,8,58,616,76,518,508
19163:1352,4755,189,10041,1527,3107,2880,3172,4825,1712
22262:6503,17,15921,1495,84,302,8,24608,947,508
1602:17,616,302,654,8,245,518,58,542,15
35691:17,302,654,76,616,58,8,866,84,29
9350:17,302,654,616,58,8,84,650,736,518
19680:17,302,654,76,616,58,8,866,84,29
32076:17,302,654,76,616,58,8,866,84,29
3152:17,616,302,654,58,8,542,518,650,76
43956:88165,80928,81737,53676,48116,8670,117037,76882,45741,94565
16065:654,17,58,616,302,29,84,8,650,518
22263:654,17,58,616,302,84,29,8,76,1102
30527:17,302,654,76,616,58,8,866,84,29
2636:654,17,58,616,302,84,29,8,76,650
4702:6753,20230,80060,68638,1322,6492,14937,20153,49097,61918
39308:49733,88385,70187,35414,91825,51298,2121,45717,12549,93726
18648:6847,13116,75642,121562,73184,84076,23106,32159,202,40
50671:17,302,654,6,138,616,301,58,61,29
24846:787,8,45419,1468,302,17,49643,3039,3137,393
35176:81,226,986,654,3423,70,508,616,17,698
12967:17,654,302,616,58,61,542,245,15,29
17099:17,302,58,654,564,650,8,84,29,542
19165:17,947,84,302,8,654,518,1102,2950,542
52221:17,302,654,76,616,58,8,866,84,29
11418:168,719,76,984,5480,4755,1326,17,564,463
14517:9655,7608,7950,43930,1267,55482,301,16793,15947,508
19682:17,616,302,654,58,542,650,76,518,15
49639:58,302,17,6026,564,8,2548,311,698,81
1088:17,616,302,654,8,58,84,564,542,518
36210:17,302,654,76,616,58,8,866,84,29
36727:4048,64290,94793,848,22738,7228,13091,5122,986,2917
18133:17,654,58,245,285,15,616,518,302,29
24331:33483,17,302,654,76,616,58,8,866,84
27430:3137,508,81,17,10071,9790,780,311,119341,4702
11419:302,654,17,616,58,84,8,29,76,650
15551:302,17,654,616,58,518,84,1102,8,76
49124:17,302,654,76,616,58,8,866,84,29
27431:17,76,81,70,58,616,8,226,654,508
29497:17,654,302,616,29,84,8,650,76,289
31563:168,719,2318,1400,4877,1230,661,135,8860,2632
2639:17,302,616,654,508,8,70,518,84,1023
10387:48539,7266,11094,53812,17,302,654,76,616,58
12453:302,654,17,1102,8,616,58,84,899,354
24849:302,654,84,616,58,899,8,17,29,354
28981:17,302,654,76,616,58,8,866,84,29
2123:17,654,302,616,58,8,84,29,1102,76
12970:17,302,654,616,58,76,8,29,84,182
14003:117645,16018,17,302,654,76,616,58,8,866
10388:17,302,654,616,58,8,84,76,542,650
45510:500,6039,2194,2318,437,108490,6916,26562,931,342
4190:17,55545,91856,28163,101529,12177,20994,71332,113874,12544
10905:17,302,654,76,616,58,8,866,84,29
3674:17,302,58,616,654,8,84,542,518,29
6773:17,302,654,616,58,84,29,8,354,1102
36730:17,616,302,654,58,542,8,76,650,861
17620:68359,21489,17,302,654,76,616,58,8,866
49643:17,302,654,76,616,58,8,866,84,29
59:17,654,302,616,58,8,84,518,76,29
34148:17,302,616,654,58,650,8,736,84,518
11939:17,616,8,302,654,58,76,564,518,650
5741:17,302,654,58,616,84,29,8,1102,354
7291:245,2715,1744,17,441,4268,564,302,2548,508
38281:17,302,616,8,654,58,518,84,542,650
